t,bridge_q,tip_y,pan_y,pan_pitch,hinge_drift,pipes_inside,pipes_crossed,gate_q,bridge_prop_angle,rack_hand_work,bridge_hand_work,plastic_work,penetration,plastic_front,ke,pe
0.0111111111111,-7.8994242358e-05,0.598414719105,2.40037560463,4.24655881943e-05,1.91166509467e-05,0,0,0,0.0166674368083,0,0,0,0,0,30.4577354789,705504.350552
0.0222222222222,-0.000237561544054,0.595241606236,2.40116167068,6.20166829322e-05,1.99845399038e-05,0,0,0,0.0166674368083,0,0,0,0,0,121.720729431,705381.897636
0.0333333333333,-0.000475642766105,0.590480566025,2.40235424042,6.20166829322e-05,1.90570881387e-05,0,0,0,0.0166674368083,0,0,0,0,0,273.868389674,705198.679168
0.0444444444444,-0.000793112558313,0.584132194519,2.40394449234,5.72426906729e-05,2.45929659286e-05,0,0,0,0.0166674368083,0,0,0,0,0,486.903393485,704954.356244
0.0555555555556,-0.00102548813447,0.57948744297,2.40510702133,5.96389436396e-05,1.94336735149e-05,0,0,0,0.0166674368083,0,0,0,0,0,266.900896758,704774.038988
0.0666666666667,-0.00102548813447,0.579487323761,2.40510559082,6.75977935316e-05,2.54393853538e-05,0,0,0,0.0166674368083,0,0,0,0,0,13.9443013146,704769.182057
0.0777777777778,-0.00102548813447,0.579487323761,2.40510678291,6.64823892293e-05,2.53139460256e-05,0,0,0,0.0166674368083,0,0,0,0,0,18.9290939296,704763.848226
0.0888888888889,-0.00102548813447,0.579487383366,2.40510797501,6.63682076265e-05,2.50555131061e-05,0,0,0,0.0166674368083,0,0,0,0,0,24.7426488539,704757.657486
0.1,-0.00102548813447,0.579487323761,2.40510821342,6.82742102072e-05,1.98446778086e-05,0,0,0,0.0166674368083,0,0,0,0,0,31.4227723306,704750.584401
0.111111111111,-0.00102548813447,0.579487323761,2.40510821342,6.82742102072e-05,1.98446778086e-05,0,0,0,0.0166674368083,0,0,0,0,0,38.7157265794,704742.912854
0.122222222222,-0.00102548813447,0.579487323761,2.40510821342,6.82742102072e-05,1.98446778086e-05,0,0,0,0.0166674368083,0,0,0,0,0,46.9039428696,704734.343174
0.133333333333,-0.00102548813447,0.579487323761,2.40510845184,6.82742102072e-05,2.01911116164e-05,0,0,0,0.0166674368083,0,0,0,0,0,55.729849782,704725.139656
0.144444444444,-0.00102548813447,0.579487383366,2.40510869026,6.82742102072e-05,2.05427731998e-05,0,0,0,0.0166674368083,0,0,0,0,0,65.5081623539,704714.966962
0.155555555556,-0.00102548813447,0.579487383366,2.40510892868,6.82742102072e-05,2.01911116164e-05,0,0,0,0.0166674368083,0,0,0,0,0,75.8694520453,704704.232935
0.166666666667,-0.00102548813447,0.57948744297,2.4051091671,6.82742102072e-05,1.98446778086e-05,0,0,0,0.0166674368083,0,0,0,0,0,87.2490305013,704692.451087
0.177777777778,-0.00102548813447,0.57948744297,2.40510940552,6.82742102072e-05,2.01911116164e-05,0,0,0,0.0166674368083,0,0,0,0,0,99.148038967,704680.18275
0.188888888889,-0.00102548813447,0.579487681389,2.40510964394,6.82742102072e-05,2.05427731998e-05,0,0,0,0.0166674368083,0,0,0,0,0,112.141541378,704666.810167
0.2,-0.00102548813447,0.579487979412,2.40511012077,6.82742102072e-05,2.01911116164e-05,0,0,0,0.0166674368083,0,0,0,0,0,125.580682013,704653.03091
0.211111111111,-0.00102548813447,0.579488158226,2.40511035919,6.82742102072e-05,2.01911116164e-05,0,0,0,0.0166674368083,0,0,0,0,0,139.780522967,704638.455554
0.222222222222,-0.00102548813447,0.579488277435,2.40511059761,6.82742102072e-05,2.05427731998e-05,0,0,0,0.0166674368083,0,0,0,0,0,154.740787049,704623.126492
0.233333333333,-0.00102548813447,0.57948833704,2.40511059761,6.82742102072e-05,2.01911116164e-05,0,0,0,0.0166674368083,0,0,0,0,0,170.461447211,704607.042555
0.244444444444,-0.00102548813447,0.57948833704,2.40511059761,6.82742102072e-05,1.98446778086e-05,0,0,0,0.0166674368083,0,0,0,0,0,186.942506557,704590.16632
0.255555555556,-0.00102548813447,0.57948833704,2.40511059761,6.82742102072e-05,1.98446778086e-05,0,0,0,0.0166674368083,0,0,0,0,0,204.183951868,704572.540472
0.266666666667,-0.00102548813447,0.57948833704,2.40511059761,6.82742102072e-05,1.98446778086e-05,0,0,0,0.0166674368083,0,0,0,0,0,222.185809262,704554.16618
0.277777777778,-0.00102548813447,0.57948833704,2.40511059761,6.82742102072e-05,1.98446778086e-05,0,0,0,0.0166674368083,0,0,0,0,0,240.948057958,704535.006022
0.288888888889,-0.00102548813447,0.57948833704,2.40511059761,6.82742102072e-05,1.98446778086e-05,0,0,0,0.0166674368083,0,0,0,0,0,260.470702737,704515.097421
0.3,-0.00102548813447,0.57948833704,2.40511059761,6.82742102072e-05,0.000122100114822,0,0,0.000326987617882,0.0166674368083,0,0,0,0,0,246.400701574,704496.114223
0.311111111111,-0.00102548813447,0.57948833704,2.40511059761,6.82742102072e-05,9.92737841443e-05,0,0,0.000499307003338,0.0166674368083,0,0,0,0,0,243.638980578,704478.255796
0.322222222222,-0.00102548813447,0.57948833704,2.40511059761,6.82742102072e-05,3.08666894853e-05,0,0,0.000495642307214,0.0166674368083,0,0,0,0,0,258.88046513,704460.526125
0.333333333333,-0.00102548813447,0.57948833704,2.40511059761,6.82742102072e-05,1.98446778086e-05,0,0,0.000491070677526,0.0166674368083,0,0,0,0,0,276.935677628,704442.180531
0.344444444444,-0.00102548813447,0.57948833704,2.40511059761,6.82742102072e-05,1.98446778086e-05,0,0,0.000486114440719,0.0166674368083,0,0,0,0,0,295.595647005,704423.23927
0.355555555556,-0.00102548813447,0.57948833704,2.40511059761,6.82742102072e-05,1.98446778086e-05,0,0,0.000479728420032,0.0166674368083,0,0,0,0,0,314.862623319,704403.678695
0.366666666667,-0.00102548813447,0.57948833704,2.40511059761,6.82742102072e-05,1.98446778086e-05,0,0,0.000473417661851,0.0166674368083,0,0,0,0,0,334.737752269,704383.526264
